@relation localiz

@attribute a1 {A01,A02,A03,A04,A05,B01,B02,B03,B04,B05,C01,C02,C03,C04,C05,D01,D02,D03,D04,D05,E01,E02,E03,E04,E05}
@attribute a2 {010-000-024-033,020-000-033-111,020-000-032-221,010-000-030-096}
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute binaryClass {P,N}

@data
E04,010-000-030-096,6.3379E17,3.388323,1.393407,0.423525,P
D03,010-000-024-033,6.3379E17,2.945553,2.125505,-0.113784,P
C02,010-000-030-096,6.3379E17,3.640775,1.087697,0.365607,P
E01,010-000-024-033,6.3379E17,1.549126,1.555763,0.333801,N
C02,020-000-033-111,6.3379E17,2.765136,1.876997,1.322203,N
D05,010-000-024-033,6.3379E17,4.031362,1.749992,0.379826,N
D05,010-000-030-096,6.3379E17,3.330852,2.359509,0.638253,N
D02,010-000-030-096,6.3379E17,3.231714,1.601612,0.067196,P
D05,020-000-032-221,6.3379E17,2.672931,1.680738,1.116376,N
C02,010-000-030-096,6.3379E17,0.747374,1.390641,0.113487,P
D03,010-000-030-096,6.3379E17,2.060418,1.935382,0.268014,P
D04,020-000-032-221,6.3379E17,3.799082,1.136427,0.085556,P
C05,020-000-033-111,6.3379E17,2.45942,1.258824,1.384648,N
A01,020-000-033-111,6.3379E17,5.06404,0.308512,-0.081856,P
A01,010-000-024-033,6.3379E17,2.519802,2.34919,0.321526,P
B01,020-000-032-221,6.3379E17,4.167791,0.824535,-0.042733,P
A01,020-000-032-221,6.3379E17,0.837087,1.993546,0.840787,P
D02,020-000-032-221,6.3379E17,2.957681,1.77321,0.915682,N
A05,020-000-033-111,6.3379E17,4.502951,1.235918,0.309879,P
B04,020-000-033-111,6.3379E17,1.234334,2.465831,0.347999,P
D01,010-000-030-096,6.3379E17,2.427941,1.778805,-0.041692,N
D03,020-000-033-111,6.3379E17,1.153792,2.418472,0.314006,P
B03,020-000-032-221,6.3379E17,1.565393,2.458692,0.588285,P
C03,020-000-033-111,6.3379E17,1.193557,2.606666,0.486156,P
E02,010-000-030-096,6.3379E17,3.26191,1.042024,0.029633,P
C04,020-000-032-221,6.3379E17,3.238157,2.43046,1.002508,P
B05,020-000-033-111,6.3379E17,2.750656,1.954186,1.070588,N
D02,020-000-032-221,6.3379E17,1.551549,1.927926,0.086927,P
D01,020-000-032-221,6.3379E17,1.644648,2.252437,0.274644,P
C03,020-000-033-111,6.3379E17,4.5569,1.892212,1.399382,N
E05,020-000-033-111,6.3379E17,1.176512,1.055469,1.314171,N
A01,020-000-033-111,6.3379E17,4.387972,1.529775,-0.031986,P
A01,010-000-030-096,6.3379E17,2.251399,2.444255,0.448535,P
A05,010-000-030-096,6.3379E17,3.459453,1.735755,0.43031,P
E04,010-000-024-033,6.3379E17,2.280208,1.613837,0.207505,N
C04,010-000-030-096,6.3379E17,2.548728,2.258593,0.476755,P
E02,010-000-030-096,6.3379E17,2.565064,2.112062,0.393699,P
B01,020-000-033-111,6.3379E17,1.598962,1.578874,1.291747,N
C03,010-000-024-033,6.3379E17,2.640922,2.16313,0.463996,P
E05,020-000-032-221,6.3379E17,1.919529,1.775646,0.89103,N
A05,020-000-032-221,6.3379E17,2.767689,1.699783,0.586141,N
D03,020-000-033-111,6.3379E17,1.0582,2.457565,0.320143,P
E04,010-000-024-033,6.3379E17,3.160967,1.425339,0.079648,N
C04,010-000-030-096,6.3379E17,4.499105,1.857041,0.168868,N
C03,010-000-024-033,6.3379E17,2.796378,2.601939,0.180652,P
E04,020-000-032-221,6.3379E17,1.861233,1.522851,0.651659,N
A04,010-000-030-096,6.3379E17,3.055377,1.240933,0.388321,P
A03,010-000-030-096,6.3379E17,3.297992,1.398529,0.435697,P
C05,010-000-030-096,6.3379E17,3.043846,1.40124,0.223514,P
D04,010-000-024-033,6.3379E17,2.696032,2.84015,0.39019,P
D05,010-000-030-096,6.3379E17,2.699482,1.725448,-0.342869,P
E04,010-000-030-096,6.3379E17,3.362699,1.287509,0.376044,P
A05,010-000-030-096,6.3379E17,3.102204,0.858241,0.125597,P
C04,010-000-030-096,6.3379E17,2.337487,2.423689,0.330957,P
B05,010-000-030-096,6.3379E17,3.145492,1.407316,0.280475,P
C05,010-000-030-096,6.3379E17,2.699179,2.448756,0.476227,P
B02,010-000-024-033,6.3379E17,2.778187,2.66673,0.989724,P
B04,020-000-033-111,6.3379E17,1.779887,1.883384,1.263881,N
D04,010-000-030-096,6.3379E17,1.989546,1.904318,0.230063,N
C03,020-000-032-221,6.3379E17,1.613043,2.413779,0.438761,P
D05,010-000-024-033,6.3379E17,2.740015,2.902594,0.321476,P
E05,020-000-033-111,6.3379E17,3.411029,1.365404,1.41154,N
C02,020-000-032-221,6.3379E17,1.781842,2.384788,0.300415,P
B05,010-000-024-033,6.3379E17,2.745223,2.488754,0.291012,P
D05,020-000-033-111,6.3379E17,1.042472,2.449813,0.718437,P
A02,010-000-024-033,6.3379E17,2.390971,1.692772,0.367096,P
C02,010-000-024-033,6.3379E17,5.260184,0.570095,1.393689,N
D01,010-000-030-096,6.3379E17,2.660159,1.624567,0.214391,N
D05,010-000-030-096,6.3379E17,1.449055,1.821921,0.118725,N
E01,020-000-033-111,6.3379E17,4.127575,1.431759,1.385229,N
E04,010-000-024-033,6.3379E17,2.694564,2.371269,0.64133,P
C01,010-000-030-096,6.3379E17,3.054446,2.167667,0.258741,N
A05,010-000-030-096,6.3379E17,2.456486,2.100089,0.180895,P
D03,020-000-032-221,6.3379E17,3.770072,1.922056,0.826006,N
B02,010-000-030-096,6.3379E17,1.301862,1.680447,-0.199861,P
C02,010-000-030-096,6.3379E17,3.395554,1.219954,0.238208,P
E04,020-000-033-111,6.3379E17,1.792491,1.691731,1.402212,N
C01,010-000-030-096,6.3379E17,2.382792,2.197012,0.391371,P
B01,020-000-033-111,6.3379E17,4.639422,1.34489,0.425382,P
D02,020-000-032-221,6.3379E17,1.631389,2.315493,0.259261,P
C05,010-000-030-096,6.3379E17,1.654348,1.384687,-0.047064,N
A04,010-000-030-096,6.3379E17,3.406994,1.188618,0.293645,N
D05,010-000-030-096,6.3379E17,2.571313,2.082492,0.366216,P
E03,010-000-024-033,6.3379E17,3.561523,1.874097,0.217039,P
C03,020-000-033-111,6.3379E17,4.630704,1.4293,0.391219,P
C03,010-000-030-096,6.3379E17,2.562175,2.211112,0.468563,P
E01,010-000-024-033,6.3379E17,3.609422,1.075544,0.305467,N
B01,020-000-032-221,6.3379E17,1.442428,2.442689,0.42857,P
E01,020-000-032-221,6.3379E17,1.63274,2.398255,0.180545,P
E02,020-000-032-221,6.3379E17,2.584942,1.477337,0.6711,N
C01,020-000-032-221,6.3379E17,4.063325,1.274695,0.159263,P
C04,010-000-030-096,6.3379E17,2.345435,2.393051,0.3987,P
E02,010-000-024-033,6.3379E17,2.419001,1.752187,-0.22964,N
B05,010-000-030-096,6.3379E17,1.483419,1.250106,-0.17578,N
C04,020-000-033-111,6.3379E17,3.56101,2.029562,1.340107,N
A04,020-000-032-221,6.3379E17,4.450482,1.116183,0.305075,P
D04,020-000-032-221,6.3379E17,3.795461,1.104653,0.086415,P
D03,010-000-024-033,6.3379E17,2.764353,1.42992,0.23352,P
D05,020-000-033-111,6.3379E17,2.768176,1.761397,-0.026637,P
A03,010-000-024-033,6.3379E17,3.069365,1.859641,-0.057804,N
C03,010-000-024-033,6.3379E17,3.407462,2.049761,-0.091301,N
A01,020-000-033-111,6.3379E17,1.03095,2.450432,0.350075,P
D04,020-000-032-221,6.3379E17,3.130581,1.555101,0.706623,N
C01,020-000-033-111,6.3379E17,3.030126,1.890685,1.325676,N
B03,020-000-032-221,6.3379E17,3.324571,2.399907,1.129855,P
C03,010-000-024-033,6.3379E17,3.23441,2.232552,0.278033,N
C03,010-000-024-033,6.3379E17,3.22571,0.962133,0.538039,P
D01,010-000-024-033,6.3379E17,3.148782,1.869291,-0.303532,N
B03,020-000-032-221,6.3379E17,2.266857,1.428783,0.963152,N
E03,010-000-024-033,6.3379E17,2.545101,2.504881,0.362699,P
E02,010-000-030-096,6.3379E17,3.655678,1.310091,0.310269,P
D01,020-000-032-221,6.3379E17,3.870015,1.355942,0.571503,P
E04,020-000-033-111,6.3379E17,2.789962,1.852232,1.399365,N
E04,010-000-030-096,6.3379E17,4.011608,2.071768,-0.228094,P
C01,020-000-032-221,6.3379E17,4.166793,1.291752,0.416997,P
E01,020-000-032-221,6.3379E17,1.604145,2.384157,0.26758,P
B04,010-000-024-033,6.3379E17,2.698692,2.448706,0.399117,P
C01,020-000-033-111,6.3379E17,1.467202,0.82656,0.9775,N
E02,020-000-032-221,6.3379E17,1.784718,1.535451,0.927302,N
E03,010-000-030-096,6.3379E17,2.635778,1.870724,-0.109221,P
C03,020-000-032-221,6.3379E17,2.110268,1.9996,0.824725,N
B04,010-000-030-096,6.3379E17,3.46979,1.445153,0.459832,P
C02,010-000-024-033,6.3379E17,2.011273,1.858049,0.261152,N
C02,010-000-030-096,6.3379E17,2.524223,2.611939,0.349806,P
E03,020-000-032-221,6.3379E17,1.460302,2.41642,0.344798,P
D03,010-000-030-096,6.3379E17,2.753074,1.888042,-0.136932,P
E05,010-000-030-096,6.3379E17,2.491671,2.016018,0.138837,P
E02,010-000-030-096,6.3379E17,4.17092,1.855307,0.428467,N
A05,020-000-032-221,6.3379E17,1.97538,1.336531,-0.380695,P
E05,010-000-030-096,6.3379E17,1.1191,1.144172,0.002023,N
C03,020-000-033-111,6.3379E17,1.548366,1.926211,0.005842,P
A03,020-000-032-221,6.3379E17,2.366648,1.326312,0.129196,P
C03,020-000-033-111,6.3379E17,0.782113,2.870292,0.944471,P
C01,010-000-030-096,6.3379E17,3.55681,1.672578,0.369197,P
C04,020-000-032-221,6.3379E17,4.748069,2.190719,0.95197,N
A04,010-000-030-096,6.3379E17,2.326774,2.686439,0.410553,P
E01,020-000-032-221,6.3379E17,3.716059,1.738616,1.237751,P
E01,010-000-024-033,6.3379E17,3.262882,1.936867,0.150675,N
D04,010-000-024-033,6.3379E17,2.692782,1.329435,0.091487,P
B05,010-000-024-033,6.3379E17,2.650159,2.380656,0.298975,P
B01,020-000-032-221,6.3379E17,1.972367,1.762912,0.853031,N
D03,010-000-024-033,6.3379E17,2.404141,1.552477,0.20728,N
B04,020-000-033-111,6.3379E17,2.992515,1.869565,1.330684,N
A01,020-000-032-221,6.3379E17,2.752463,1.615275,0.741043,N
E03,010-000-030-096,6.3379E17,3.351732,1.80206,0.236443,P
C05,020-000-033-111,6.3379E17,2.56879,1.687402,1.267723,N
D03,010-000-030-096,6.3379E17,2.667574,2.088238,0.341027,P
D03,020-000-032-221,6.3379E17,3.258672,1.448195,0.449693,P
D01,020-000-032-221,6.3379E17,2.844316,2.232934,0.880359,N
A04,020-000-033-111,6.3379E17,4.457787,1.523671,0.505892,P
E05,020-000-033-111,6.3379E17,1.893567,2.09173,0.620931,P
A02,020-000-033-111,6.3379E17,4.40255,1.357354,0.119819,P
E03,010-000-024-033,6.3379E17,3.125859,1.438612,0.408171,P
E02,010-000-030-096,6.3379E17,3.636791,1.337764,0.091159,P
A04,010-000-030-096,6.3379E17,3.417284,1.242642,0.502108,P
D05,010-000-030-096,6.3379E17,1.791069,0.97633,-0.000443,P
D05,010-000-024-033,6.3379E17,2.70001,1.988019,0.624301,P
E02,020-000-032-221,6.3379E17,2.138087,1.696314,0.917977,N
D05,010-000-030-096,6.3379E17,2.447386,2.216507,0.177093,P
E01,020-000-032-221,6.3379E17,4.91718,1.158207,0.160315,P
B04,020-000-032-221,6.3379E17,2.719804,1.857046,0.619524,N
D02,020-000-033-111,6.3379E17,0.938794,2.320812,0.350637,P
A04,020-000-033-111,6.3379E17,1.261886,2.329728,0.144759,P
E01,020-000-032-221,6.3379E17,4.730552,0.330644,0.57394,P
D01,010-000-030-096,6.3379E17,2.541505,2.524226,0.403456,P
C04,020-000-033-111,6.3379E17,2.922101,1.386003,1.25404,N
E04,020-000-033-111,6.3379E17,1.437878,1.392365,1.067358,N
A04,020-000-032-221,6.3379E17,0.130985,2.875025,1.566558,P
B05,010-000-030-096,6.3379E17,3.043717,1.679135,0.070643,N
D02,020-000-033-111,6.3379E17,0.976678,2.15728,0.303674,P
D05,010-000-024-033,6.3379E17,3.380147,2.252591,0.205524,N
C04,010-000-030-096,6.3379E17,3.040226,1.181344,0.347463,N
B03,020-000-032-221,6.3379E17,1.558391,2.486447,0.491428,P
A04,020-000-032-221,6.3379E17,4.317256,1.481693,0.634001,P
E03,010-000-030-096,6.3379E17,2.579048,2.23845,0.503423,P
B05,020-000-033-111,6.3379E17,1.382216,2.602403,0.415703,P
C02,020-000-032-221,6.3379E17,4.294024,1.311637,0.400426,P
B05,010-000-030-096,6.3379E17,3.155985,1.358422,0.327137,P
A05,010-000-024-033,6.3379E17,0.976738,2.167478,0.205485,P
C02,020-000-032-221,6.3379E17,1.735737,2.457948,0.216541,P
C04,010-000-024-033,6.3379E17,2.780242,2.379519,0.244259,P
E01,010-000-030-096,6.3379E17,3.81664,0.915406,0.243763,P
E02,010-000-024-033,6.3379E17,2.980468,1.937119,-0.164579,N
E01,020-000-032-221,6.3379E17,4.877012,1.074766,0.242799,P
A05,020-000-033-111,6.3379E17,4.491681,1.254732,0.342547,P
C04,020-000-033-111,6.3379E17,4.573305,1.05017,0.312738,P
A04,020-000-033-111,6.3379E17,0.278937,2.649361,-0.090505,P
D03,020-000-033-111,6.3379E17,2.597999,1.956326,1.324396,N
B01,020-000-033-111,6.3379E17,1.539832,1.437064,1.398387,N
C05,010-000-030-096,6.3379E17,1.573733,1.621863,0.223084,N
A03,020-000-032-221,6.3379E17,3.214691,1.664406,0.775444,N
C01,020-000-033-111,6.3379E17,2.12617,2.122102,0.013783,P
B01,020-000-032-221,6.3379E17,4.128456,0.752619,0.110958,P
C03,010-000-030-096,6.3379E17,1.137439,1.899705,0.136541,N
E03,020-000-032-221,6.3379E17,4.298919,1.622658,0.074391,P
B03,010-000-024-033,6.3379E17,1.694463,1.537981,0.122971,N
C03,010-000-024-033,6.3379E17,2.841893,2.50541,0.015853,P
D01,010-000-024-033,6.3379E17,1.401311,1.445402,-0.206623,N
C05,020-000-033-111,6.3379E17,4.800113,1.477589,0.41185,P
C01,010-000-024-033,6.3379E17,3.171746,1.420487,0.179086,P
D03,020-000-032-221,6.3379E17,1.552558,1.980942,0.173567,P
D02,020-000-032-221,6.3379E17,4.265599,1.494506,-0.013156,P
E01,020-000-033-111,6.3379E17,1.98434,1.787054,1.202373,N
E03,010-000-024-033,6.3379E17,3.439154,2.092192,0.031108,N
B01,010-000-024-033,6.3379E17,2.577291,2.328828,0.294052,P
D01,010-000-030-096,6.3379E17,2.692412,2.185266,0.337947,P
B05,010-000-024-033,6.3379E17,2.660434,2.36837,0.236565,P
D01,010-000-030-096,6.3379E17,2.690965,2.158854,0.315826,P
E01,020-000-032-221,6.3379E17,5.037503,0.922354,0.357094,P
E02,010-000-030-096,6.3379E17,1.755018,1.950464,0.221226,N
B02,010-000-030-096,6.3379E17,2.669164,1.955914,0.45387,P
D04,010-000-030-096,6.3379E17,2.597127,2.366713,0.521147,P
E04,020-000-032-221,6.3379E17,2.443948,1.730181,0.810046,N
B02,020-000-032-221,6.3379E17,3.740099,0.769704,0.612395,P
A01,010-000-030-096,6.3379E17,3.338279,1.41815,0.399914,P
E03,010-000-030-096,6.3379E17,2.534261,1.418101,0.076577,N
B03,010-000-030-096,6.3379E17,3.124254,1.320252,0.193244,N
A01,020-000-033-111,6.3379E17,4.397357,1.476587,-0.052429,P
A04,010-000-024-033,6.3379E17,2.711541,2.353065,0.273795,P
A03,010-000-030-096,6.3379E17,2.72594,2.38375,0.604571,P
E01,020-000-033-111,6.3379E17,5.621691,0.678855,-0.107618,P
B02,010-000-030-096,6.3379E17,3.033551,1.351885,0.072952,P
C03,010-000-030-096,6.3379E17,1.885748,1.648891,0.205509,N
D04,020-000-033-111,6.3379E17,2.942303,2.135614,0.005263,P
D04,010-000-024-033,6.3379E17,4.088542,1.743221,0.239741,N
A04,020-000-032-221,6.3379E17,1.676238,2.495687,0.330363,P
C04,010-000-024-033,6.3379E17,2.729453,2.188214,0.413843,P
D01,020-000-032-221,6.3379E17,2.972558,1.574305,0.6434,N
E04,020-000-032-221,6.3379E17,4.085594,1.033208,0.305373,P
B05,020-000-032-221,6.3379E17,2.041896,1.813071,0.652002,N
A01,010-000-030-096,6.3379E17,3.503156,2.234115,0.460168,N
A01,010-000-024-033,6.3379E17,2.367843,2.25897,0.343641,P
E03,010-000-030-096,6.3379E17,2.070805,1.918514,0.441454,N
E05,010-000-030-096,6.3379E17,2.733005,2.001966,0.415305,P
E04,010-000-030-096,6.3379E17,2.699948,2.158217,0.274588,N
A03,020-000-032-221,6.3379E17,2.666557,1.37924,0.740347,N
E03,020-000-032-221,6.3379E17,3.11194,1.94854,0.896527,N
B05,010-000-024-033,6.3379E17,2.654056,1.205403,0.199693,N
E05,010-000-024-033,6.3379E17,3.154709,2.133947,-0.002804,N
B05,010-000-030-096,6.3379E17,3.288427,1.223497,0.099139,P
E05,010-000-030-096,6.3379E17,2.585473,1.520354,0.888012,N
D03,010-000-024-033,6.3379E17,2.975654,2.069889,-0.070261,P
D01,020-000-032-221,6.3379E17,1.452911,1.555917,-0.123171,P
E04,020-000-033-111,6.3379E17,2.171981,1.78021,1.185285,N
B04,010-000-024-033,6.3379E17,2.032404,1.895609,0.351547,N
B02,010-000-030-096,6.3379E17,3.130861,1.1127,0.00186,N
D02,020-000-033-111,6.3379E17,2.755356,1.376247,1.685134,N
C01,020-000-032-221,6.3379E17,4.181704,1.219302,0.403967,P
B02,010-000-030-096,6.3379E17,3.543391,1.358798,0.108434,P
D02,020-000-032-221,6.3379E17,1.64761,2.342652,0.45838,P
A03,020-000-033-111,6.3379E17,1.005429,2.326881,0.408357,P
A05,020-000-033-111,6.3379E17,3.689198,2.095587,1.21295,N
D01,010-000-024-033,6.3379E17,2.511967,2.675946,0.379433,P
D03,010-000-024-033,6.3379E17,2.820488,2.32813,0.500003,P
C02,020-000-033-111,6.3379E17,2.685651,1.850266,1.229127,N
D05,010-000-030-096,6.3379E17,2.522036,2.098755,0.464995,P
D04,010-000-024-033,6.3379E17,2.712748,1.327742,0.083418,P
A04,020-000-032-221,6.3379E17,3.957006,1.118924,0.410574,P
E03,020-000-033-111,6.3379E17,4.664559,1.380107,0.008644,P
B05,020-000-032-221,6.3379E17,4.055268,0.942892,0.411743,P
A02,020-000-033-111,6.3379E17,2.444707,1.955467,1.097513,N
E04,020-000-032-221,6.3379E17,2.863029,3.249891,0.096246,N
A02,020-000-032-221,6.3379E17,1.667193,2.257158,0.317036,P
D05,010-000-024-033,6.3379E17,2.058001,1.595333,0.133826,N
E02,010-000-024-033,6.3379E17,2.602277,2.531821,0.242459,P
E03,020-000-033-111,6.3379E17,4.754849,1.429412,0.355094,P
A01,020-000-033-111,6.3379E17,1.733702,-0.009382,-1.197403,P
B02,020-000-033-111,6.3379E17,1.574638,2.088478,1.121928,N
E03,010-000-024-033,6.3379E17,3.904375,1.750453,1.170052,N
D03,020-000-033-111,6.3379E17,1.039913,2.471027,0.359992,P
D01,020-000-032-221,6.3379E17,2.715668,1.858612,0.803214,N
B01,010-000-024-033,6.3379E17,2.204148,2.06938,0.13011,N
A04,020-000-033-111,6.3379E17,4.361778,1.042035,0.22563,P
D02,010-000-024-033,6.3379E17,2.907217,0.964682,0.426209,P
B05,020-000-032-221,6.3379E17,2.125571,1.705244,0.872082,N
D01,010-000-030-096,6.3379E17,2.845361,0.736023,-0.095918,P
B01,020-000-033-111,6.3379E17,2.754343,1.547287,0.931035,N
E04,020-000-033-111,6.3379E17,3.333592,1.431282,1.250527,N
E04,010-000-030-096,6.3379E17,2.629931,2.1795,0.437379,P
E03,010-000-024-033,6.3379E17,3.017015,1.122527,0.503087,N
E05,010-000-030-096,6.3379E17,2.802239,2.059705,0.255879,P
A05,020-000-033-111,6.3379E17,1.273721,2.502012,0.400284,P
D04,010-000-024-033,6.3379E17,2.9069,1.919549,-0.220191,N
E05,020-000-032-221,6.3379E17,3.712745,2.275048,1.188948,P
B04,010-000-024-033,6.3379E17,3.269729,0.922139,0.380876,P
B01,010-000-030-096,6.3379E17,3.251924,1.582693,0.325238,P
D01,020-000-033-111,6.3379E17,2.415756,1.970337,1.188617,N
C01,010-000-030-096,6.3379E17,2.623681,2.682101,0.421449,P
E02,020-000-032-221,6.3379E17,4.5118,1.393166,0.178647,P
C03,020-000-033-111,6.3379E17,2.385308,1.644477,1.28151,N
E04,020-000-032-221,6.3379E17,3.148996,1.779819,0.759899,N
B02,010-000-024-033,6.3379E17,3.386517,2.179127,0.352635,N
B05,020-000-033-111,6.3379E17,4.370168,0.80836,0.226084,P
C04,020-000-033-111,6.3379E17,4.57556,1.308382,0.358254,P
C01,020-000-032-221,6.3379E17,3.908712,1.292803,0.054362,P
D05,020-000-032-221,6.3379E17,2.505907,1.693713,0.133228,P
A03,010-000-030-096,6.3379E17,1.0175,1.735265,-0.072309,P
E03,020-000-033-111,6.3379E17,3.204686,2.20298,1.337567,N
D02,010-000-024-033,6.3379E17,2.771729,2.471563,0.366136,P
D05,020-000-032-221,6.3379E17,1.705268,2.148868,0.410319,P
D05,020-000-032-221,6.3379E17,2.503956,1.660892,0.217528,P
B01,020-000-033-111,6.3379E17,4.592133,1.263911,0.194829,P
E03,010-000-024-033,6.3379E17,2.557821,1.771474,0.142549,N
A03,010-000-030-096,6.3379E17,3.223583,1.473139,0.462583,P
E03,010-000-024-033,6.3379E17,1.455428,0.605213,1.408854,N
B02,010-000-024-033,6.3379E17,3.84558,1.267574,0.294008,P
B02,020-000-032-221,6.3379E17,2.004055,1.640284,0.744001,N
A02,020-000-032-221,6.3379E17,1.758496,2.373841,0.406416,P
B02,010-000-024-033,6.3379E17,3.13715,1.954288,0.337487,N
D01,010-000-030-096,6.3379E17,3.082869,1.546039,0.387704,P
E04,010-000-030-096,6.3379E17,1.859927,1.050153,-0.004391,N
E03,010-000-024-033,6.3379E17,3.107682,1.603527,0.507415,P
D05,010-000-030-096,6.3379E17,3.445024,2.238631,0.125784,P
C04,020-000-032-221,6.3379E17,1.71398,2.328602,0.208019,P
A02,010-000-024-033,6.3379E17,2.423823,2.599413,0.381528,P
C04,010-000-024-033,6.3379E17,2.729238,2.356125,0.330974,P
C02,010-000-030-096,6.3379E17,1.412591,1.411889,-0.091388,N
C03,010-000-024-033,6.3379E17,2.846278,2.542407,0.180665,P
E04,010-000-030-096,6.3379E17,3.644234,1.351907,0.338168,P
B01,020-000-033-111,6.3379E17,3.077597,2.065524,1.401965,N
A01,010-000-030-096,6.3379E17,2.289209,2.069038,0.103449,P
B04,010-000-024-033,6.3379E17,2.601958,2.16504,0.035931,N
B02,010-000-030-096,6.3379E17,2.797518,2.128091,0.358296,P
D03,010-000-024-033,6.3379E17,2.742069,1.37458,-0.041098,P
A05,020-000-032-221,6.3379E17,1.563867,2.581768,0.349075,P
A02,010-000-030-096,6.3379E17,2.83883,1.409867,0.258866,N
C05,020-000-032-221,6.3379E17,1.851469,1.761875,0.967459,N
B05,010-000-024-033,6.3379E17,3.363942,2.113765,0.237515,N
A05,020-000-033-111,6.3379E17,4.518048,1.224739,0.230937,P
D04,010-000-030-096,6.3379E17,2.473788,1.92822,0.278947,P
E05,010-000-030-096,6.3379E17,2.973545,1.788623,0.054653,N
D04,010-000-024-033,6.3379E17,2.904907,1.413665,0.195346,P
E01,020-000-033-111,6.3379E17,1.112251,2.172327,0.064941,P
E02,010-000-030-096,6.3379E17,2.639778,2.050194,0.376041,P
C04,020-000-033-111,6.3379E17,1.46316,2.289174,-0.00302,P
B02,020-000-033-111,6.3379E17,1.2438,1.573456,0.939176,N
A01,020-000-033-111,6.3379E17,0.766719,1.044181,0.618341,P
D01,010-000-024-033,6.3379E17,1.940776,1.98427,0.249257,N
B05,020-000-033-111,6.3379E17,2.703329,1.8923,0.325876,P
B03,010-000-030-096,6.3379E17,3.497279,1.299183,0.540842,P
A02,020-000-032-221,6.3379E17,1.750945,1.947067,-0.002465,P
D04,010-000-030-096,6.3379E17,2.641726,1.231372,0.290705,P
D03,010-000-030-096,6.3379E17,3.218581,2.036842,-0.014982,P
B02,020-000-033-111,6.3379E17,1.985492,0.796363,-0.183268,P
E04,010-000-024-033,6.3379E17,1.776232,1.346822,0.049327,N
B02,010-000-024-033,6.3379E17,3.882161,1.264904,0.221828,P
E05,010-000-024-033,6.3379E17,2.1305,1.882698,-0.002184,P
A03,010-000-024-033,6.3379E17,3.22938,1.3434,0.185293,P
E01,020-000-033-111,6.3379E17,5.004816,1.212636,0.393981,P
A05,020-000-033-111,6.3379E17,3.046999,1.691443,1.201434,N
E03,010-000-030-096,6.3379E17,2.489972,2.390683,0.468117,P
E05,010-000-024-033,6.3379E17,2.530288,1.342926,0.400286,N
D04,020-000-033-111,6.3379E17,1.090741,2.431236,0.270538,P
C03,010-000-024-033,6.3379E17,2.864012,2.536428,0.114556,P
E01,020-000-032-221,6.3379E17,1.494248,2.01832,0.248717,P
B05,010-000-030-096,6.3379E17,3.350675,0.942556,0.185146,P
B04,010-000-024-033,6.3379E17,2.671062,1.930369,0.15068,N
E04,010-000-030-096,6.3379E17,3.89772,1.850775,0.42784,N
D01,020-000-032-221,6.3379E17,4.07788,1.331982,-0.069339,P
D04,020-000-033-111,6.3379E17,2.252775,1.722701,1.252455,N
D04,010-000-030-096,6.3379E17,2.560748,2.296508,0.584865,P
A02,020-000-032-221,6.3379E17,1.734175,2.351383,0.380618,P
E04,020-000-032-221,6.3379E17,4.190209,1.069258,0.263811,P
D02,010-000-030-096,6.3379E17,3.017076,1.143276,0.029084,P
B04,020-000-033-111,6.3379E17,1.203382,2.448246,0.232291,P
B04,010-000-030-096,6.3379E17,3.353113,0.989729,0.198175,N
A05,010-000-030-096,6.3379E17,3.332238,1.187945,0.448482,P
C04,020-000-033-111,6.3379E17,1.514647,1.390814,1.381691,N
C05,010-000-030-096,6.3379E17,3.447282,1.208884,0.414881,P
D05,010-000-030-096,6.3379E17,2.874477,1.411367,-0.366433,P
A05,010-000-030-096,6.3379E17,3.427811,1.810898,0.501151,P
E01,010-000-030-096,6.3379E17,4.096342,1.273237,0.697683,N
E03,020-000-033-111,6.3379E17,4.270861,1.468417,0.273088,P
