@relation poker

@attribute suit_of_card_1 {1,2,3,4}
@attribute rank_of_card_1 numeric
@attribute suit_of_card_2 {1,2,3,4}
@attribute rank_of_card_2 numeric
@attribute suit_of_card_3 {1,2,3,4}
@attribute rank_of_card_3 numeric
@attribute suit_of_card_4 {1,2,3,4}
@attribute rank_of_card_4 numeric
@attribute suit_of_card_5 {1,2,3,4}
@attribute rank_of_card_5 numeric
@attribute binaryClass {P,N}

@data
3,9,2,2,1,1,2,8,1,5,P
2,13,3,2,1,1,4,6,4,12,P
2,13,3,4,4,6,1,3,1,11,P
1,2,2,12,4,5,2,13,3,1,P
1,9,2,5,3,6,1,4,4,8,P
2,2,2,8,2,10,3,9,1,13,P
2,4,3,3,3,10,3,1,4,13,P
1,8,4,8,2,1,3,10,1,13,N
2,10,4,11,1,1,3,2,1,8,P
3,7,3,10,2,5,3,6,4,8,P
1,2,1,6,4,8,1,5,4,11,P
1,13,1,4,1,8,2,3,4,1,P
3,9,2,7,2,5,4,11,3,7,N
1,2,1,9,3,11,1,5,2,10,P
4,10,1,12,1,4,3,10,1,7,N
4,3,2,10,3,1,2,12,2,2,P
3,10,3,9,3,3,3,13,1,12,P
1,7,4,7,2,1,3,4,3,13,N
2,8,4,5,2,11,4,10,3,1,P
2,13,2,7,1,12,4,12,2,1,N
2,11,1,1,2,10,4,3,4,4,P
1,9,3,13,3,9,3,5,2,4,N
2,5,4,4,3,12,3,3,1,8,P
1,12,4,6,2,7,2,4,3,2,P
3,7,1,1,4,10,1,2,3,10,N
4,8,3,8,3,1,1,12,1,10,N
2,4,1,10,3,12,4,1,2,8,P
4,10,3,13,4,8,4,4,3,2,P
3,8,3,6,2,5,1,13,3,10,P
1,6,1,4,3,3,4,12,2,11,P
2,13,3,5,4,9,3,1,1,8,P
3,9,1,7,3,10,4,3,2,1,P
1,3,1,9,3,11,3,1,3,8,P
3,9,4,8,4,6,3,10,1,8,N
2,2,1,6,4,5,3,12,1,9,P
1,9,4,10,2,6,4,13,3,13,N
2,7,1,9,4,6,3,13,2,4,P
2,5,4,7,2,3,1,3,3,2,N
2,3,3,11,3,9,1,10,1,8,P
1,3,3,4,2,3,3,5,2,1,N
1,1,2,4,3,1,4,7,4,8,N
3,5,4,6,4,3,1,1,3,8,P
1,1,3,3,3,1,2,9,2,8,N
3,6,1,6,4,13,1,3,4,7,N
4,1,2,3,3,2,1,5,2,9,P
1,2,1,8,3,12,4,1,3,6,P
1,7,3,10,4,13,1,4,2,5,P
3,9,2,12,4,2,1,2,2,6,N
2,2,4,4,4,8,4,3,2,7,P
3,4,1,12,4,9,1,4,4,7,N
1,8,4,2,3,12,3,10,3,3,P
1,6,3,11,1,13,3,9,3,7,P
2,4,3,5,4,10,4,13,1,2,P
1,6,3,6,4,2,4,12,4,1,N
1,4,4,13,4,5,2,4,3,6,N
2,6,1,12,1,5,4,7,3,10,P
2,10,1,13,2,11,4,9,1,8,P
1,5,2,3,1,10,3,11,2,2,P
4,4,1,4,2,8,3,3,3,1,N
4,1,2,1,1,3,1,5,4,4,N
1,7,4,5,4,1,4,10,2,8,P
2,5,2,8,2,3,1,8,3,2,N
2,13,1,4,1,1,1,2,3,2,N
4,10,2,12,2,3,4,4,3,9,P
1,10,1,6,1,13,3,7,3,12,P
4,7,4,4,1,1,2,3,3,12,P
2,9,3,10,2,11,2,3,2,6,P
4,1,2,1,3,12,2,5,2,4,N
3,8,4,9,2,4,1,5,2,11,P
1,10,1,6,3,12,2,11,2,12,N
2,7,2,5,3,4,1,3,4,2,P
4,13,3,10,1,11,2,11,1,4,N
4,9,4,12,2,5,2,9,2,2,N
3,2,2,11,4,10,3,3,4,1,P
3,9,4,5,2,6,3,13,2,9,N
2,7,3,2,4,3,1,8,1,7,N
4,7,1,1,3,9,1,8,4,10,P
3,13,3,3,1,11,2,11,2,4,N
1,9,2,1,4,12,1,11,3,12,N
1,11,2,9,4,1,2,4,4,3,P
2,1,2,9,1,11,2,3,3,4,P
2,1,4,13,4,10,3,7,1,12,P
4,9,1,6,2,9,2,5,1,10,N
2,9,3,12,1,10,1,13,2,1,P
1,5,3,5,1,11,4,7,2,13,N
2,11,2,5,1,11,2,6,2,7,N
4,1,3,7,1,11,3,13,2,2,P
2,7,4,10,2,2,4,5,2,10,N
3,2,1,7,2,8,2,13,1,6,P
2,7,1,13,3,2,1,1,3,6,P
2,7,4,10,1,3,4,1,3,5,P
2,13,4,9,1,12,2,11,1,6,P
2,8,3,13,4,6,1,3,1,10,P
4,5,1,9,4,12,4,3,1,8,P
4,3,4,13,2,8,2,9,2,3,N
4,9,1,6,4,4,2,6,1,11,N
1,9,4,13,4,8,1,7,2,5,P
4,7,4,3,2,4,2,3,4,6,N
1,2,3,12,1,11,4,1,4,5,P
2,11,3,2,4,6,4,1,2,3,P
3,13,4,3,4,11,3,9,3,8,P
3,1,3,5,3,7,1,1,1,6,N
4,6,1,8,3,10,3,13,1,3,P
2,4,1,12,3,3,2,3,4,11,N
3,7,4,4,3,3,3,1,4,9,P
2,6,4,4,4,8,4,2,2,11,P
4,12,1,8,2,11,2,10,4,13,P
4,7,2,11,1,11,3,13,2,6,N
3,11,3,6,2,1,3,13,4,1,N
3,2,3,1,2,6,4,5,1,6,N
2,10,4,6,1,6,4,2,1,8,N
1,7,3,3,4,13,3,12,1,5,P
1,12,1,13,4,1,2,9,4,11,P
3,3,1,7,2,10,2,13,1,1,P
4,1,3,2,3,3,4,7,2,2,N
2,6,4,11,1,12,2,5,1,11,N
4,12,1,8,1,1,2,11,1,5,P
1,7,2,6,2,4,2,8,2,10,P
2,6,2,7,1,13,1,4,2,3,P
1,11,3,9,2,12,3,2,3,1,P
3,6,1,10,1,12,3,3,3,5,P
4,1,3,2,1,10,4,3,1,9,P
2,10,1,10,1,2,1,3,2,5,N
2,8,3,9,1,3,3,3,4,4,N
3,6,1,3,1,5,1,2,2,13,P
3,7,3,9,2,12,2,5,4,4,P
2,8,2,5,4,8,2,4,2,13,N
3,3,2,10,1,6,4,1,3,2,P
4,8,3,10,4,4,3,9,2,1,P
1,6,4,13,2,6,1,7,4,12,N
3,4,2,1,4,2,3,12,1,9,P
4,10,1,3,2,11,4,9,4,11,N
3,1,2,10,1,8,1,12,3,12,N
4,5,2,8,3,1,3,3,4,2,P
2,8,2,2,3,4,4,3,4,6,P
3,4,4,13,3,1,1,6,3,6,N
2,7,4,2,4,13,1,7,4,12,N
2,12,4,6,4,5,1,9,3,2,P
2,13,4,5,4,3,4,9,4,11,P
4,9,2,10,4,2,3,13,1,1,P
3,7,3,6,1,3,4,3,4,12,N
2,1,4,12,1,10,4,4,3,8,P
3,13,4,10,2,5,2,13,1,9,N
1,7,1,8,1,13,1,3,2,5,P
4,4,2,9,4,12,2,3,2,7,P
2,3,2,4,4,13,3,12,4,9,P
2,11,1,4,4,8,3,8,3,10,N
2,3,3,8,2,1,3,5,3,12,P
2,13,1,11,3,6,3,10,1,1,P
3,7,3,12,1,2,4,11,2,1,P
4,7,3,5,2,10,4,12,3,6,P
4,3,4,4,3,12,1,6,3,3,N
2,2,4,9,2,4,2,8,2,13,P
4,7,1,9,2,5,3,11,2,2,P
3,4,3,6,2,4,3,7,1,2,N
2,4,3,3,3,2,1,7,1,6,P
1,5,3,9,1,13,3,8,4,5,N
3,13,2,9,3,5,2,1,2,7,P
2,9,3,2,1,8,3,6,1,13,P
2,1,3,4,2,13,2,10,1,5,P
3,10,1,12,1,11,3,13,3,2,P
3,10,4,4,3,8,4,13,4,9,P
1,8,1,6,4,5,1,2,2,7,P
2,13,3,3,1,7,1,3,4,10,N
2,2,2,6,3,2,1,9,2,11,N
3,6,1,13,4,10,1,12,1,9,P
1,11,4,9,2,9,4,4,4,5,N
3,2,4,2,3,10,3,13,2,3,N
3,1,1,11,2,9,3,6,1,10,P
2,12,3,10,3,4,1,12,4,13,N
3,1,4,8,1,6,4,2,1,13,P
4,11,3,3,2,12,4,4,2,13,P
3,7,1,6,4,13,3,2,2,8,P
2,11,3,3,2,7,1,13,2,8,P
3,7,2,3,2,11,4,10,1,3,N
4,6,1,2,2,7,4,9,4,8,P
3,13,4,11,2,9,2,6,2,13,N
1,2,2,9,1,5,3,12,1,10,P
3,11,4,9,3,8,3,9,1,2,N
2,6,3,8,2,4,1,5,1,12,P
4,5,3,13,3,12,1,1,2,10,P
1,6,2,8,4,4,4,2,1,5,P
1,5,3,4,2,10,4,13,4,11,P
2,4,3,3,3,2,1,7,1,6,P
3,4,2,3,1,8,2,10,4,10,N
4,4,4,8,1,9,3,3,1,13,P
3,3,3,9,1,12,4,6,2,12,N
4,7,4,1,2,11,1,8,2,5,P
3,10,4,1,2,9,4,6,4,2,P
4,1,3,2,1,9,3,10,3,3,P
4,12,3,9,4,10,4,3,4,8,P
2,3,1,12,1,10,3,9,3,7,P
4,11,1,2,1,10,1,7,4,10,N
2,8,1,4,4,11,2,5,2,6,P
3,4,1,9,4,5,1,13,4,4,N
1,11,3,1,2,4,2,13,4,5,P
4,1,2,9,3,4,1,5,3,8,P
4,7,2,12,3,3,1,8,1,7,N
3,11,1,3,2,11,1,9,1,1,N
4,5,4,4,4,9,3,5,4,7,N
1,2,3,13,2,7,4,10,4,4,P
2,12,2,11,3,3,2,1,4,2,P
4,11,4,9,1,4,1,12,2,3,P
1,11,3,4,1,2,2,6,3,7,P
3,10,4,13,2,1,3,9,3,11,P
3,1,1,3,2,2,2,4,1,1,N
1,11,4,6,2,11,4,10,2,4,N
1,11,4,6,3,1,3,3,3,2,P
4,1,2,9,3,4,1,5,3,8,P
2,11,2,8,4,5,1,11,1,12,N
3,5,1,4,4,8,1,9,2,1,P
4,5,1,11,3,8,2,13,1,8,N
4,11,1,12,3,7,2,3,4,3,N
4,13,2,10,3,4,3,3,2,6,P
1,8,4,12,3,5,2,3,3,2,P
4,3,1,8,2,11,3,4,3,1,P
1,9,1,4,3,9,3,11,3,6,N
1,13,1,1,1,12,4,8,4,4,P
3,1,2,5,4,12,2,13,3,13,N
3,6,2,6,2,11,2,7,4,13,N
2,3,3,5,3,7,1,13,3,6,P
1,1,2,13,1,11,2,9,4,12,P
2,6,1,7,1,10,2,2,4,9,P
3,4,1,3,1,11,2,3,1,8,N
2,5,2,12,2,10,4,1,4,6,P
2,4,1,13,1,12,2,5,2,13,N
4,4,2,10,1,5,3,7,4,3,P
1,6,3,7,4,4,2,11,1,13,P
4,9,3,10,4,4,4,1,1,11,P
1,2,4,2,3,9,2,4,3,8,N
1,5,2,7,1,3,4,11,2,10,P
3,11,2,8,4,1,1,3,3,3,N
1,13,1,11,1,6,4,2,2,4,P
2,12,3,7,2,10,1,1,3,13,P
1,6,1,12,2,2,3,3,4,3,N
1,1,2,4,2,10,2,6,4,7,P
2,13,1,10,1,1,1,8,4,2,P
3,9,1,4,1,1,3,7,2,9,N
2,13,4,9,2,6,3,2,4,12,P
2,6,4,11,1,2,3,9,2,12,P
1,13,4,7,4,3,1,3,1,6,N
3,4,2,11,3,6,3,1,4,10,P
1,13,4,4,3,7,4,12,4,3,P
4,7,1,4,1,5,4,6,4,1,P
4,12,2,12,4,1,1,5,3,3,N
1,11,1,6,1,2,3,8,2,5,P
4,12,2,5,2,3,2,1,4,5,N
3,13,1,13,1,1,3,2,3,3,N
4,4,1,11,4,13,1,5,4,6,P
1,9,2,6,1,2,1,3,1,10,P
2,12,1,13,4,10,2,7,3,3,P
2,1,1,3,2,5,3,8,1,12,P
4,7,2,8,2,11,3,8,1,3,N
4,8,1,5,4,1,4,6,4,5,N
2,13,1,5,2,4,4,4,2,11,N
4,9,1,7,2,1,2,2,4,5,P
1,10,2,7,2,11,1,12,3,11,N
4,4,1,12,1,13,1,9,4,3,P
4,10,4,3,4,6,4,1,2,13,P
3,1,3,12,4,7,3,13,4,3,P
2,2,4,2,4,12,3,11,3,8,N
4,6,1,5,3,11,2,11,2,9,N
1,1,2,4,1,3,1,13,3,2,P
2,2,1,6,2,10,4,6,1,8,N
3,13,4,5,1,7,4,6,2,12,P
4,8,2,6,3,1,2,13,3,5,P
1,1,1,12,3,12,2,10,4,6,N
1,8,1,13,1,1,4,13,2,5,N
3,13,1,9,4,6,3,9,3,7,N
1,5,4,2,4,5,1,8,1,1,N
2,8,1,10,4,4,4,5,4,1,P
4,3,4,6,2,13,2,12,4,4,P
4,8,3,11,1,1,4,3,4,9,P
2,3,3,8,4,11,2,9,1,5,P
2,13,1,10,1,13,3,11,1,5,N
1,2,2,2,1,1,3,6,3,5,N
1,10,4,12,1,6,3,6,2,1,N
4,6,1,10,3,3,1,1,4,1,N
1,1,3,2,3,10,4,9,3,9,N
2,10,1,8,1,12,3,11,1,6,P
2,11,3,2,4,2,1,5,2,8,N
2,5,1,2,3,13,3,9,1,8,P
4,8,2,9,2,3,3,11,1,11,N
3,3,2,3,4,4,3,6,3,11,N
3,7,1,8,4,3,1,13,2,1,P
3,8,4,1,3,6,2,10,1,10,N
4,13,2,13,1,9,3,4,3,10,N
2,5,3,1,1,5,4,9,4,4,N
3,6,3,11,2,5,1,4,1,13,P
2,8,3,9,3,12,1,6,2,5,P
4,9,4,8,2,7,3,3,4,1,P
4,2,1,3,1,6,4,7,1,4,P
4,4,4,5,2,12,2,7,4,6,P
2,3,2,8,3,10,2,7,2,12,P
2,1,1,12,3,10,3,2,2,2,N
3,9,3,7,4,5,2,6,2,4,P
4,6,2,13,2,4,3,7,3,8,P
4,13,3,4,2,1,3,9,4,8,P
4,9,4,3,2,2,3,1,3,7,P
2,13,3,3,1,1,4,2,4,1,N
3,2,3,11,4,12,1,9,2,1,P
2,1,2,8,4,1,1,10,4,7,N
1,8,4,4,4,6,3,6,1,13,N
1,5,1,3,1,2,2,2,2,8,N
2,9,4,12,2,10,1,9,2,7,N
4,6,2,8,3,13,1,9,3,5,P
2,7,1,4,2,10,3,13,2,4,N
4,1,3,3,3,5,3,9,1,1,N
1,2,4,13,4,2,1,8,1,6,N
4,13,2,12,2,7,3,1,1,7,N
3,2,1,7,1,9,2,1,4,11,P
4,9,4,12,2,7,1,10,3,4,P
3,1,4,8,1,3,4,9,4,4,P
2,4,4,12,3,5,3,10,1,2,P
1,5,4,9,3,1,2,11,3,8,P
2,11,4,13,1,4,3,9,1,12,P
1,3,3,5,1,1,2,4,3,8,P
3,11,2,12,1,7,4,11,3,13,N
1,8,1,12,1,6,1,13,3,10,P
4,9,4,6,2,5,3,9,2,4,N
1,8,2,4,4,1,3,9,3,4,N
4,3,3,12,1,1,3,10,2,4,P
3,7,1,1,3,4,3,6,4,6,N
2,1,4,10,2,7,3,9,3,2,P
2,12,2,4,2,7,3,13,3,12,N
2,11,3,10,2,6,4,3,4,9,P
3,1,3,11,4,6,4,3,3,4,P
4,6,1,13,3,6,4,2,3,3,N
3,1,1,9,3,12,1,3,1,11,P
1,3,3,8,4,7,3,4,4,1,P
4,9,3,3,4,11,3,1,3,11,N
1,13,2,6,3,13,3,4,3,3,N
3,2,3,12,3,5,4,10,3,3,P
1,9,4,12,2,13,2,4,3,3,P
4,9,2,8,2,10,1,9,1,5,N
2,1,2,5,3,10,1,8,2,11,P
4,3,3,8,4,5,2,10,2,11,P
3,13,4,6,1,1,4,12,3,11,P
4,7,2,11,1,5,3,10,1,3,P
1,13,3,5,1,10,3,11,4,5,N
4,3,4,5,3,6,2,11,1,6,N
4,9,3,6,2,12,3,10,1,2,P
2,11,4,4,2,8,2,12,4,7,P
2,4,1,11,2,7,3,6,4,3,P
2,10,2,11,4,11,4,12,1,2,N
2,13,1,12,1,10,1,2,4,7,P
2,2,1,1,2,11,4,12,3,12,N
3,5,3,2,3,1,1,2,2,11,N
1,11,3,3,1,10,3,13,2,11,N
1,13,2,5,3,4,2,10,3,3,P
2,9,1,6,4,1,1,2,4,2,N
1,1,3,11,2,4,2,8,1,8,N
4,12,3,6,3,1,3,13,1,9,P
4,13,2,12,1,8,4,7,3,11,P
2,1,2,8,2,6,3,1,3,4,N
1,9,3,11,4,10,3,13,2,8,P
1,6,3,11,4,10,2,9,1,10,N
3,7,2,12,3,10,2,10,2,8,N
3,12,1,2,1,5,2,10,2,2,N
3,1,4,1,2,10,2,9,3,7,N
4,7,1,9,2,13,3,5,4,12,P
1,8,3,10,3,2,1,4,2,5,P
3,6,3,5,1,13,1,6,2,10,N
3,4,1,11,2,4,2,5,4,2,N
3,10,4,2,2,2,1,9,4,13,N
4,10,4,13,2,6,2,2,2,12,P
1,13,1,2,2,7,2,8,4,6,P
4,3,4,2,1,11,4,11,3,8,N
3,13,3,3,3,10,2,9,1,8,P
1,5,2,6,3,11,1,11,4,13,N
1,10,4,11,2,1,1,7,1,12,P
2,5,4,13,1,4,4,5,2,12,N
1,12,3,2,4,1,4,2,4,3,N
2,3,1,7,3,5,2,11,3,10,P
1,12,2,8,2,11,2,4,1,9,P
2,10,4,3,4,5,3,2,4,7,P
3,1,3,3,2,3,3,13,3,10,N
3,3,4,7,3,7,4,13,1,1,N
1,7,2,1,1,2,1,12,2,13,P
4,12,3,13,4,11,1,5,4,1,P
2,13,2,7,4,7,4,4,1,5,N
1,13,3,13,1,8,4,6,3,2,N
2,1,2,4,2,12,1,9,1,7,P
3,13,3,6,1,9,2,13,3,10,N
1,11,4,3,3,2,1,8,2,1,P
2,6,4,7,2,12,1,8,2,9,P
3,6,3,10,1,11,4,4,3,9,P
3,5,2,2,4,13,3,7,3,3,P
3,11,4,5,3,9,4,2,4,1,P
2,12,1,9,2,2,3,12,1,6,N
2,11,2,5,4,2,2,1,2,9,P
1,6,3,9,2,6,4,5,3,11,N
2,11,2,4,2,6,4,9,2,5,P
2,12,1,3,2,6,3,9,4,2,P
3,10,1,3,2,10,1,13,1,1,N
3,1,4,6,4,4,2,13,1,8,P
3,11,2,8,3,1,1,4,2,9,P
1,3,1,5,4,7,4,4,2,10,P
4,2,1,10,4,1,2,9,3,2,N
4,3,4,13,3,2,4,1,4,11,P
3,1,3,4,1,10,2,2,3,8,P
1,8,3,1,2,7,2,5,4,8,N
3,12,3,9,2,3,4,6,3,3,N
1,2,4,5,1,13,2,9,1,9,N
4,1,1,4,1,6,4,12,4,2,P
2,8,1,6,2,6,2,7,3,13,N
4,9,4,6,2,5,3,9,2,4,N
1,11,1,6,4,12,2,9,2,10,P
4,2,4,5,4,7,1,9,2,6,P
2,6,2,3,2,7,2,5,1,7,N
4,1,2,11,1,6,1,4,3,1,N
1,13,3,5,4,3,3,8,3,6,P
3,8,3,12,2,7,2,6,1,2,P
1,13,2,6,2,1,2,5,4,4,P
1,1,1,7,4,12,3,2,1,5,P
1,4,4,6,1,6,1,2,2,7,N
2,6,4,8,4,13,4,7,1,10,P
4,12,3,9,1,8,1,2,1,11,P
2,7,3,5,4,7,1,2,2,10,N
4,10,1,3,3,10,4,11,3,5,N
4,7,2,6,2,1,1,3,4,1,N
4,4,3,7,4,12,1,5,2,7,N
1,11,3,5,1,12,4,5,4,2,N
1,8,1,12,1,6,1,13,3,10,P
1,2,4,3,2,8,4,11,4,13,P
4,9,1,2,1,11,2,3,3,8,P
1,6,1,10,3,12,2,4,1,9,P
2,10,2,4,2,7,4,5,4,13,P
1,6,1,13,2,7,4,11,2,8,P
2,3,1,7,2,4,3,6,3,1,P
3,11,3,7,1,8,1,7,2,10,N
2,10,2,11,3,7,3,13,1,10,N
4,1,1,1,1,2,4,3,4,11,N
1,11,3,6,2,6,1,12,1,2,N
4,10,3,4,2,6,2,13,1,4,N
4,2,1,5,1,1,1,3,2,1,N
3,8,3,12,3,10,4,1,2,7,P
4,10,1,2,4,1,4,5,1,1,N
1,12,4,2,3,11,4,3,3,5,P
3,4,1,3,3,6,3,12,4,9,P
1,5,1,3,2,7,2,5,1,8,N
2,11,3,3,2,3,3,9,4,8,N
2,12,4,1,2,3,2,5,3,12,N
1,9,2,5,3,6,1,4,4,8,P
2,11,1,10,3,9,2,5,3,4,P
4,11,4,3,4,7,2,13,4,5,P
2,12,3,6,1,4,2,13,2,11,P
1,11,4,8,4,4,4,1,4,7,P
4,4,2,7,3,10,4,8,4,13,P
1,6,4,12,1,2,3,8,2,12,N
4,2,3,8,1,9,2,7,2,1,P
1,4,1,8,3,13,1,1,3,2,P
4,3,3,3,1,1,1,10,2,11,N
1,12,3,6,1,11,4,3,2,10,P
1,7,2,8,3,3,3,2,1,8,N
2,3,3,1,1,1,3,11,4,12,N
2,3,4,8,2,6,3,2,4,3,N
1,1,3,8,1,9,2,12,3,3,P
2,3,4,4,4,10,2,6,4,6,N
4,10,1,12,4,5,1,5,3,9,N
4,3,4,1,4,11,1,7,4,9,P
1,9,3,5,4,9,2,10,4,11,N
3,8,1,12,2,13,1,9,3,2,P
3,13,3,7,4,2,2,2,1,8,N
3,10,4,8,3,11,2,2,3,6,P
2,10,4,12,4,1,3,7,4,7,N
1,9,3,3,4,6,4,4,3,10,P
4,3,3,10,4,9,2,10,3,7,N
2,13,4,11,3,4,4,12,4,8,P
2,13,1,2,1,5,1,11,2,5,N
2,3,4,4,4,10,2,6,4,6,N
1,5,2,8,4,3,1,13,3,10,P
1,1,4,8,1,8,2,7,2,6,N
1,5,1,7,1,6,2,1,3,6,N
1,12,3,10,4,5,3,7,2,12,N
1,11,4,6,4,4,2,7,2,2,P
1,1,2,6,4,1,1,2,1,11,N
3,4,2,11,4,9,2,10,3,6,P
4,12,2,2,2,7,2,1,1,2,N
4,7,4,10,2,8,2,12,3,12,N
4,6,2,5,4,2,3,3,4,5,N
1,9,1,3,3,7,4,1,2,2,P
4,10,3,5,3,6,3,9,1,10,N
4,5,2,5,3,11,2,13,2,2,N
4,8,4,12,3,5,2,4,4,11,P
1,2,4,1,4,8,1,3,3,10,P
3,5,2,13,4,6,1,10,3,4,P
2,8,3,6,2,1,4,11,3,5,P
1,1,1,11,3,5,4,1,2,4,N
1,3,3,13,1,13,3,7,3,6,N
2,10,2,7,4,10,2,3,3,12,N
1,7,4,11,3,4,1,4,1,3,N
4,5,4,7,3,10,2,11,3,2,P
4,4,4,3,3,10,4,9,2,1,P
4,1,2,7,4,8,2,10,3,2,P
1,8,3,3,1,4,2,9,1,3,N
2,7,1,4,2,12,2,8,3,1,P
2,9,2,13,2,12,4,6,4,2,P
2,7,1,2,2,11,1,11,2,5,N
1,2,3,2,4,4,3,12,1,8,N
3,8,1,3,4,10,3,12,2,1,P
3,12,4,12,4,10,3,11,1,8,N
2,1,2,3,2,2,2,4,1,13,P
3,13,2,10,3,12,4,5,2,12,N
3,9,2,2,1,12,2,10,4,8,P
4,13,4,1,1,6,2,6,1,7,N
1,5,1,8,1,4,1,1,2,2,P
2,4,4,6,4,10,1,9,4,2,P
2,6,4,8,1,11,1,7,4,6,N
3,4,1,10,3,5,2,1,2,8,P
1,7,3,8,2,13,1,8,4,2,N
3,11,1,3,4,9,3,1,1,6,P
4,11,1,7,4,1,4,8,3,10,P
2,1,1,8,1,5,3,3,3,9,P
1,7,1,3,4,5,4,3,1,11,N
4,6,4,3,2,11,2,4,2,2,P
2,10,1,9,4,11,3,8,4,10,N
4,12,3,8,1,3,3,6,1,9,P
2,13,2,11,3,2,3,4,1,9,P
4,2,3,12,2,10,1,4,3,11,P
2,4,1,2,3,5,4,7,1,6,P
2,11,4,9,2,12,4,3,4,10,P
3,4,4,6,4,3,3,2,4,9,P
2,3,3,3,2,8,4,9,4,11,N
3,13,3,1,3,9,4,1,1,10,N
1,9,2,7,1,11,4,4,4,9,N
3,13,2,1,1,10,2,7,1,13,N
1,6,3,6,4,9,3,7,1,2,N
4,3,4,11,2,2,3,5,4,10,P
2,3,4,11,2,13,1,9,3,1,P
1,4,1,8,1,7,1,6,3,6,N
3,2,2,7,2,2,2,10,1,6,N
4,10,1,10,1,6,2,12,1,3,N
3,8,4,6,3,9,3,7,4,1,P
1,11,1,1,3,1,2,10,4,4,N
1,11,1,4,1,8,4,7,3,12,P
3,13,2,3,1,2,4,6,4,13,N
2,10,1,8,1,12,3,5,3,3,P
2,12,1,6,4,8,4,12,2,2,N
3,10,1,13,4,9,4,3,1,12,P
1,7,1,12,4,1,2,11,4,5,P
2,9,3,1,2,5,4,1,1,6,N
3,13,4,6,3,8,2,1,1,1,N
3,13,3,6,2,10,1,2,1,13,N
3,8,3,4,2,1,2,4,3,9,N
1,6,2,2,1,3,2,1,3,13,P
2,2,1,8,2,13,1,5,4,6,P
1,6,2,12,1,3,1,7,4,2,P
4,13,3,11,4,12,3,9,3,2,P
2,13,3,3,1,13,1,5,3,9,N
2,4,3,13,2,5,1,3,3,4,N
1,11,2,3,1,10,3,12,2,12,N
2,1,1,3,3,13,4,9,1,9,N
1,3,3,13,3,3,1,1,3,6,N
1,8,4,13,2,10,1,12,3,8,N
1,4,4,11,4,7,4,10,4,13,P
1,8,2,2,1,3,1,7,2,6,P
3,2,4,10,2,12,1,7,1,1,P
4,6,1,8,3,10,3,13,1,3,P
4,3,4,5,2,10,3,8,3,3,N
2,11,4,1,3,2,2,12,3,1,N
4,9,4,3,3,9,3,1,2,8,N
4,1,3,5,1,5,4,6,3,2,N
4,3,2,7,2,5,1,1,2,10,P
3,1,3,3,1,10,4,11,1,6,P
4,12,1,12,1,7,3,8,3,6,N
2,5,1,8,4,6,1,1,4,13,P
3,6,1,4,1,9,3,9,4,11,N
2,12,3,3,3,13,1,13,4,9,N
1,10,2,6,3,4,2,10,2,9,N
4,8,4,9,2,10,2,3,1,4,P
1,3,2,10,1,10,4,11,2,8,N
1,3,3,3,2,6,1,9,4,10,N
3,12,2,5,1,12,1,9,2,10,N
4,4,3,7,2,5,1,11,2,8,P
1,8,2,9,2,6,4,9,4,12,N
3,3,1,12,1,9,4,4,4,8,P
4,10,3,5,3,6,3,9,1,10,N
2,13,2,3,1,10,1,12,2,12,N
2,1,4,10,4,2,2,6,1,12,P
2,13,4,3,2,4,1,8,3,7,P
4,3,3,6,4,9,3,13,2,12,P
2,9,2,4,1,13,1,3,3,2,P
4,13,4,11,2,9,2,11,1,5,N
1,6,1,4,3,10,4,3,4,13,P
3,11,4,12,2,11,4,5,1,6,N
2,7,2,1,3,13,3,8,2,9,P
3,8,2,2,4,3,3,7,3,11,P
2,6,2,3,2,4,4,13,4,11,P
1,11,4,8,4,10,3,2,1,4,P
1,6,1,4,3,2,3,6,3,1,N
3,13,2,5,2,12,2,7,1,9,P
2,7,4,2,1,2,3,4,3,11,N
4,7,3,12,1,2,4,6,4,2,N
3,12,1,12,4,2,2,9,3,3,N
4,1,3,9,4,11,2,5,1,2,P
4,2,2,12,1,5,3,11,4,11,N
1,11,4,10,4,13,3,12,2,8,P
2,2,4,4,2,5,2,11,2,13,P
2,6,2,5,1,1,1,13,4,10,P
2,13,4,7,4,2,2,9,1,2,N
2,1,4,4,4,8,3,9,1,2,P
3,4,2,4,1,12,2,11,2,9,N
3,5,4,2,1,13,3,7,3,11,P
2,4,3,13,2,12,3,7,2,8,P
1,13,4,7,3,4,3,3,1,1,P
2,13,1,12,3,11,4,11,4,1,N
1,4,2,4,2,2,2,1,2,9,N
3,12,1,9,3,4,2,3,1,7,P
2,1,2,6,3,4,1,3,3,1,N
1,11,4,13,2,2,4,1,2,1,N
2,12,4,6,2,6,2,1,3,2,N
3,13,4,4,1,9,2,1,4,2,P
2,3,1,9,3,5,4,4,3,6,P
2,2,1,9,2,3,2,9,4,6,N
4,7,1,12,3,12,2,8,3,9,N
2,5,3,7,2,2,4,4,4,3,P
4,13,3,8,3,11,1,6,2,12,P
3,2,2,13,1,4,2,7,2,3,P
3,6,1,12,4,4,3,11,4,6,N
1,2,2,8,1,11,3,12,2,2,N
1,10,4,10,1,9,1,11,4,4,N
2,13,1,2,1,3,2,5,4,2,N
2,3,1,10,3,8,1,11,3,10,N
2,10,4,12,3,7,1,2,2,12,N
3,9,2,7,2,1,4,12,3,6,P
